"Region","Category","Year","Value"
"Hebei","marriagerate",2021,33.69
"Hebei","marriagerate",2020,37.46
"Hebei","marriagerate",2019,42
"Hebei","marriagerate",2018,45.75
"Hebei","marriagerate",2017,50.39
"Hebei","marriagerate",2016,55.09
"Shanxi","marriagerate",2024,15.97
"Shanxi","marriagerate",2023,20.56
"Shanxi","marriagerate",2022,18.18
"Shanxi","marriagerate",2021,22.32
"Shanxi","marriagerate",2020,21.57
"Shanxi","marriagerate",2019,25.49
"Shanxi","marriagerate",2018,27.82
"Shanxi","marriagerate",2017,28.76
"Shanxi","marriagerate",2016,30
"Inner Mongolia","marriagerate",2024,10.27
"Inner Mongolia","marriagerate",2023,14.21
"Inner Mongolia","marriagerate",2022,11.46
"Inner Mongolia","marriagerate",2021,13.2
"Inner Mongolia","marriagerate",2020,14.16
"Inner Mongolia","marriagerate",2019,16.15
"Inner Mongolia","marriagerate",2018,17.67
"Inner Mongolia","marriagerate",2017,18.68
"Inner Mongolia","marriagerate",2016,19.82
"Liaoning","marriagerate",2024,14.86
"Liaoning","marriagerate",2023,22.76
"Liaoning","marriagerate",2022,19.06
"Liaoning","marriagerate",2021,21.41
"Liaoning","marriagerate",2020,22.4
"Liaoning","marriagerate",2019,25.43
"Liaoning","marriagerate",2018,27.94
"Liaoning","marriagerate",2017,29.05
"Liaoning","marriagerate",2016,31.09
"Jilin","marriagerate",2024,10.16
"Jilin","marriagerate",2023,13.74
"Jilin","marriagerate",2022,11.39
"Jilin","marriagerate",2021,13.87
"Jilin","marriagerate",2020,13.91
"Jilin","marriagerate",2019,18.01
"Jilin","marriagerate",2018,19.24
"Jilin","marriagerate",2017,20.55
"Jilin","marriagerate",2016,22.07
"Heilongjiang","marriagerate",2024,13.06
"Heilongjiang","marriagerate",2023,17.87
"Heilongjiang","marriagerate",2022,15.03
"Heilongjiang","marriagerate",2021,17.2
"Heilongjiang","marriagerate",2020,17.16
"Heilongjiang","marriagerate",2019,24.31
"Heilongjiang","marriagerate",2018,27.69
"Heilongjiang","marriagerate",2017,28.55
"Heilongjiang","marriagerate",2016,30.48
"Shanghai","marriagerate",2024,8.91
"Shanghai","marriagerate",2023,10.29
"Shanghai","marriagerate",2022,7.12
"Shanghai","marriagerate",2021,8.9
"Shanghai","marriagerate",2020,9.15
"Shanghai","marriagerate",2019,9.74
"Shanghai","marriagerate",2018,10.37
"Shanghai","marriagerate",2017,10.72
"Shanghai","marriagerate",2016,12.35
"Jiangsu","marriagerate",2024,35.42
"Jiangsu","marriagerate",2023,45.13
"Jiangsu","marriagerate",2022,41.12
"Jiangsu","marriagerate",2021,46.63
"Jiangsu","marriagerate",2020,49.17
"Jiangsu","marriagerate",2019,56.81
"Jiangsu","marriagerate",2018,63.63
"Jiangsu","marriagerate",2017,67.41
"Jiangsu","marriagerate",2016,71.47
"Zhejiang","marriagerate",2024,23.51
"Zhejiang","marriagerate",2023,29.82
"Zhejiang","marriagerate",2022,30.36
"Zhejiang","marriagerate",2021,26.26
"Zhejiang","marriagerate",2020,27.7
"Zhejiang","marriagerate",2019,29.08
"Zhejiang","marriagerate",2018,33.43
"Zhejiang","marriagerate",2017,34.16
"Zhejiang","marriagerate",2016,36.39
"Anhui","marriagerate",2024,28.06
"Anhui","marriagerate",2023,35.27
"Anhui","marriagerate",2022,33.83
"Anhui","marriagerate",2021,42.02
"Anhui","marriagerate",2020,47.13
"Anhui","marriagerate",2019,53.92
"Anhui","marriagerate",2018,61.73
"Anhui","marriagerate",2017,67.24
"Anhui","marriagerate",2016,71.2
"Fujian","marriagerate",2024,14.37
"Fujian","marriagerate",2023,17.52
"Fujian","marriagerate",2022,16.48
"Fujian","marriagerate",2021,18.39
"Fujian","marriagerate",2020,20.46
"Fujian","marriagerate",2019,23.52
"Fujian","marriagerate",2018,26.83
"Fujian","marriagerate",2017,28.66
"Fujian","marriagerate",2016,30.96
"Jiangxi","marriagerate",2024,17.75
"Jiangxi","marriagerate",2023,21.98
"Jiangxi","marriagerate",2022,21.01
"Jiangxi","marriagerate",2021,24.36
"Jiangxi","marriagerate",2020,27.21
"Jiangxi","marriagerate",2019,28.68
"Jiangxi","marriagerate",2018,32.88
"Jiangxi","marriagerate",2017,28.78
"Jiangxi","marriagerate",2016,30.09
"Shandong","marriagerate",2024,35.17
"Shandong","marriagerate",2023,48.02
"Shandong","marriagerate",2022,42.02
"Shandong","marriagerate",2021,46.21
"Shandong","marriagerate",2020,48.7
"Shandong","marriagerate",2019,53.14
"Shandong","marriagerate",2018,59.77
"Shandong","marriagerate",2017,62.47
"Shandong","marriagerate",2016,66.96
"Henan","marriagerate",2024,46.91
"Henan","marriagerate",2023,57.2
"Henan","marriagerate",2022,48.87
"Henan","marriagerate",2021,59.62
"Henan","marriagerate",2020,62.56
"Henan","marriagerate",2019,76.25
"Henan","marriagerate",2018,80.77
"Henan","marriagerate",2017,86.89
"Henan","marriagerate",2016,96.81
"Hubei","marriagerate",2024,22.8
"Hubei","marriagerate",2023,29.17
"Hubei","marriagerate",2022,28.38
"Hubei","marriagerate",2021,31.53
"Hubei","marriagerate",2020,31.5
"Hubei","marriagerate",2019,38.79
"Hubei","marriagerate",2018,43.65
"Hubei","marriagerate",2017,47.09
"Hubei","marriagerate",2016,51.26
"Hunan","marriagerate",2024,22.8
"Hunan","marriagerate",2023,30
"Hunan","marriagerate",2022,28.38
"Hunan","marriagerate",2021,30.12
"Hunan","marriagerate",2020,35.7
"Hunan","marriagerate",2019,37.82
"Hunan","marriagerate",2018,41.98
"Hunan","marriagerate",2017,45.63
"Hunan","marriagerate",2016,49.78
"Guangdong","marriagerate",2024,50.23
"Guangdong","marriagerate",2023,62.23
"Guangdong","marriagerate",2022,56.76
"Guangdong","marriagerate",2021,58.62
"Guangdong","marriagerate",2020,62.92
"Guangdong","marriagerate",2019,66.51
"Guangdong","marriagerate",2018,70.44
"Guangdong","marriagerate",2017,75.04
"Guangdong","marriagerate",2016,77.8
"Guangxi","marriagerate",2024,20.55
"Guangxi","marriagerate",2023,24.9
"Guangxi","marriagerate",2022,24.79
"Guangxi","marriagerate",2021,27.02
"Guangxi","marriagerate",2020,29.42
"Guangxi","marriagerate",2019,32.63
"Guangxi","marriagerate",2018,35.7
"Guangxi","marriagerate",2017,37.66
"Guangxi","marriagerate",2016,39.18
"Hainan","marriagerate",2024,4.65
"Hainan","marriagerate",2023,5.65
"Hainan","marriagerate",2022,5.13
"Hainan","marriagerate",2021,5.99
"Hainan","marriagerate",2020,6.11
"Hainan","marriagerate",2019,6.52
"Hainan","marriagerate",2018,7.24
"Hainan","marriagerate",2017,7.54
"Hainan","marriagerate",2016,7.77
"Chongqing","marriagerate",2024,14.6
"Chongqing","marriagerate",2023,18.29
"Chongqing","marriagerate",2022,17.38
"Chongqing","marriagerate",2021,19.66
"Chongqing","marriagerate",2020,21.06
"Chongqing","marriagerate",2019,23.76
"Chongqing","marriagerate",2018,25.81
"Chongqing","marriagerate",2017,26.54
"Chongqing","marriagerate",2016,27.79
"Sichuan","marriagerate",2024,39.27
"Sichuan","marriagerate",2023,47.83
"Sichuan","marriagerate",2022,46.32
"Sichuan","marriagerate",2021,51.11
"Sichuan","marriagerate",2020,53.59
"Sichuan","marriagerate",2019,61.17
"Sichuan","marriagerate",2018,66.76
"Sichuan","marriagerate",2017,68.81
"Sichuan","marriagerate",2016,72.56
"Guizhou","marriagerate",2024,26.05
"Guizhou","marriagerate",2023,29.39
"Guizhou","marriagerate",2022,29.36
"Guizhou","marriagerate",2021,29.26
"Guizhou","marriagerate",2020,31.74
"Guizhou","marriagerate",2019,36.19
"Guizhou","marriagerate",2018,39.98
"Guizhou","marriagerate",2017,40.31
"Guizhou","marriagerate",2016,45.28
"Yunnan","marriagerate",2024,25.3
"Yunnan","marriagerate",2023,28.4
"Yunnan","marriagerate",2022,27.32
"Yunnan","marriagerate",2021,29.92
"Yunnan","marriagerate",2020,32.71
"Yunnan","marriagerate",2019,35.53
"Yunnan","marriagerate",2018,37.46
"Yunnan","marriagerate",2017,40.01
"Yunnan","marriagerate",2016,44.31
"Tibet","marriagerate",2024,2.76
"Tibet","marriagerate",2023,2.95
"Tibet","marriagerate",2022,2.47
"Tibet","marriagerate",2021,3.48
"Tibet","marriagerate",2020,3.42
"Tibet","marriagerate",2019,3.12
"Tibet","marriagerate",2018,3.01
"Tibet","marriagerate",2017,3.41
"Tibet","marriagerate",2016,3
"Shaanxi","marriagerate",2024,16.76
"Shaanxi","marriagerate",2023,23.43
"Shaanxi","marriagerate",2022,20.02
"Shaanxi","marriagerate",2021,22.09
"Shaanxi","marriagerate",2020,23.6
"Shaanxi","marriagerate",2019,27.13
"Shaanxi","marriagerate",2018,29.99
"Shaanxi","marriagerate",2017,30.01
"Shaanxi","marriagerate",2016,33.19
"Gansu","marriagerate",2024,13
"Gansu","marriagerate",2023,16.4
"Gansu","marriagerate",2022,13.41
"Gansu","marriagerate",2021,16.41
"Gansu","marriagerate",2020,17.78
"Gansu","marriagerate",2019,19.83
"Gansu","marriagerate",2018,21.01
"Gansu","marriagerate",2017,19.78
"Gansu","marriagerate",2016,21.9
"Qinghai","marriagerate",2024,3.89
"Qinghai","marriagerate",2023,4.71
"Qinghai","marriagerate",2022,3.37
"Qinghai","marriagerate",2021,4.57
"Qinghai","marriagerate",2020,5.18
"Qinghai","marriagerate",2019,5.77
"Qinghai","marriagerate",2018,5.73
"Qinghai","marriagerate",2017,5.97
"Qinghai","marriagerate",2016,6.12
"Ningxia","marriagerate",2024,3.97
"Ningxia","marriagerate",2023,5.06
"Ningxia","marriagerate",2022,4.16
"Ningxia","marriagerate",2021,4.87
"Ningxia","marriagerate",2020,4.93
"Ningxia","marriagerate",2019,6.08
"Ningxia","marriagerate",2018,6.07
"Ningxia","marriagerate",2017,6.03
"Ningxia","marriagerate",2016,6.2
"Xinjiang","marriagerate",2024,18.1
"Xinjiang","marriagerate",2023,21.5
"Xinjiang","marriagerate",2022,12.53
"Xinjiang","marriagerate",2021,15.63
"Xinjiang","marriagerate",2020,13.87
"Xinjiang","marriagerate",2019,16.58
"Xinjiang","marriagerate",2018,15.36
"Xinjiang","marriagerate",2017,18.38
"Xinjiang","marriagerate",2016,21.39
